round,name,n,mean_bp,med_bp,win,pf,day_t,per_day,status
500,ShortSqueeze oi>8% fr<-0.0006 H=18,188,-51.73,-170.7,0.394,0.875,-0.64,0.69,REJECT
501,ShortSqueeze oi>8% fr<-0.0006 H=24,182,-22.31,-224.87,0.407,0.951,-0.25,0.67,REJECT
502,ShortSqueeze oi>12% fr<-0.0002 H=18,423,67.1,-60.69,0.47,1.197,0.89,1.55,REJECT
503,ShortSqueeze oi>12% fr<-0.0002 H=24,405,80.03,-144.39,0.427,1.212,0.89,1.48,REJECT
504,ShortSqueeze oi>12% fr<-0.0004 H=18,242,-25.8,-191.18,0.409,0.937,-0.34,0.89,REJECT
505,ShortSqueeze oi>12% fr<-0.0004 H=24,232,16.22,-238.91,0.388,1.036,0.18,0.85,REJECT
506,ShortSqueeze oi>12% fr<-0.0006 H=18,164,-68.24,-197.79,0.384,0.847,-0.79,0.6,REJECT
507,ShortSqueeze oi>12% fr<-0.0006 H=24,158,-28.71,-309.95,0.399,0.94,-0.29,0.58,REJECT
508,ShortSqueeze oi>15% fr<-0.0002 H=18,363,71.59,-64.17,0.463,1.202,0.88,1.33,REJECT
509,ShortSqueeze oi>15% fr<-0.0002 H=24,346,100.67,-162.73,0.431,1.254,1.03,1.27,REJECT
510,ShortSqueeze oi>15% fr<-0.0004 H=18,219,-26.84,-161.41,0.402,0.936,-0.33,0.8,REJECT
511,LongSqueeze oi>8% fr>0.0003 H=18,20,467.93,535.09,0.65,4.185,2.55,0.07,REJECT
512,LongSqueeze oi>8% fr>0.0003 H=24,20,533.97,374.64,0.7,4.655,2.22,0.07,REJECT
513,LongSqueeze oi>8% fr>0.0005 H=18,10,593.15,739.34,0.8,5.474,2.02,0.04,REJECT
514,LongSqueeze oi>8% fr>0.0005 H=24,10,499.86,348.93,0.7,3.893,1.42,0.04,REJECT
515,LongSqueeze oi>8% fr>0.0008 H=18,4,1105.61,1035.69,1.0,999.0,2.26,0.01,REJECT
516,LongSqueeze oi>8% fr>0.0008 H=24,4,796.46,292.9,0.75,20.667,1.2,0.01,REJECT
517,LongSqueeze oi>12% fr>0.0003 H=18,18,553.39,684.76,0.611,6.286,2.86,0.07,REJECT
518,LongSqueeze oi>12% fr>0.0003 H=24,18,668.84,482.45,0.778,8.708,2.84,0.07,REJECT
519,LongSqueeze oi>12% fr>0.0005 H=18,8,848.94,747.5,0.875,210.172,3.2,0.03,REJECT
520,LongSqueeze oi>12% fr>0.0005 H=24,8,820.53,557.5,0.875,41.523,2.5,0.03,REJECT
521,LongSqueeze oi>12% fr>0.0008 H=18,4,1105.61,1035.69,1.0,999.0,2.26,0.01,REJECT
522,LongSqueeze oi>12% fr>0.0008 H=24,4,796.46,292.9,0.75,20.667,1.2,0.01,REJECT
523,LongSqueeze oi>15% fr>0.0003 H=18,18,547.03,684.76,0.611,6.225,2.82,0.07,REJECT
524,LongSqueeze oi>15% fr>0.0003 H=24,18,601.94,482.45,0.722,5.008,2.34,0.07,REJECT
525,LongSqueeze oi>15% fr>0.0005 H=18,8,848.94,747.5,0.875,210.172,3.2,0.03,REJECT
526,OI Velocity>2.5x Follow H=12,24768,-14.87,-35.28,0.459,0.922,-0.76,90.73,REJECT
527,OI Velocity>2.5x Follow H=18,21912,-11.63,-32.2,0.47,0.948,-0.52,80.26,REJECT
528,OI Velocity>2.5x Follow H=24,19887,-21.11,-49.18,0.459,0.918,-0.87,72.85,REJECT
529,OI Velocity>3.0x Follow H=12,16938,-14.92,-36.91,0.458,0.925,-0.69,62.04,REJECT
530,OI Velocity>3.0x Follow H=18,15516,-11.98,-28.68,0.474,0.948,-0.47,56.84,REJECT
531,OI Velocity>3.0x Follow H=24,14572,-29.01,-61.39,0.451,0.894,-1.02,53.38,REJECT
532,OI Velocity>4.0x Follow H=12,8106,-12.61,-37.23,0.46,0.94,-0.49,29.69,REJECT
533,OI Velocity>4.0x Follow H=18,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT
534,OI Velocity>4.0x Follow H=24,7549,-38.68,-73.93,0.444,0.872,-0.9,27.65,REJECT
535,OI Velocity Variant 535,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT
536,OI Velocity Variant 536,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT
537,OI Velocity Variant 537,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT
538,OI Velocity Variant 538,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT
539,OI Velocity Variant 539,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT
540,OI Velocity Variant 540,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT
541,Liq Rebound SL=2.0% TP=4.0% H=18,610,57.55,-220.0,0.464,1.489,0.9,2.23,REJECT
542,Liq Rebound SL=2.0% TP=4.0% H=24,610,57.74,-220.0,0.464,1.491,0.9,2.23,REJECT
543,Liq Rebound SL=2.5% TP=5.0% H=18,562,75.0,-270.0,0.463,1.519,0.92,2.06,REJECT
544,Liq Rebound SL=2.5% TP=5.0% H=24,562,74.07,-270.0,0.461,1.51,0.9,2.06,REJECT
545,Liq Rebound SL=3.0% TP=6.0% H=18,519,91.8,-320.0,0.462,1.537,0.87,1.9,REJECT
546,Liq Rebound SL=3.0% TP=6.0% H=24,519,92.41,-320.0,0.461,1.54,0.88,1.9,REJECT
547,Liq Rebound SL=3.5% TP=7.0% H=18,459,113.74,-370.0,0.468,1.586,0.87,1.68,REJECT
548,Liq Rebound SL=3.5% TP=7.0% H=24,459,113.85,-370.0,0.468,1.587,0.87,1.68,REJECT
549,Liq Rebound SL=4.0% TP=8.0% H=18,420,133.81,-420.0,0.476,1.625,0.93,1.54,REJECT
550,Liq Rebound SL=4.0% TP=8.0% H=24,420,127.16,-420.0,0.469,1.582,0.88,1.54,REJECT
551,FR Cum24h >0.2% Exhaust H=18,8027,18.04,-6.21,0.493,1.094,0.85,29.4,REJECT
552,FR Cum24h >0.2% Exhaust H=24,6758,34.84,-3.55,0.497,1.165,1.37,24.75,REJECT
553,FR Cum24h >0.3% Exhaust H=18,2385,22.18,-34.45,0.468,1.087,0.83,8.74,REJECT
554,FR Cum24h >0.3% Exhaust H=24,1984,29.26,-51.7,0.458,1.103,0.9,7.27,REJECT
555,FR Cum24h >0.4% Exhaust H=18,1835,29.63,-38.89,0.467,1.114,1.03,6.72,REJECT
556,FR Cum24h >0.4% Exhaust H=24,1514,27.81,-53.99,0.454,1.096,0.79,5.55,REJECT
557,FR Cum48h >0.2% Exhaust H=18,18944,20.02,-1.03,0.499,1.102,0.79,69.39,REJECT
558,FR Cum48h >0.2% Exhaust H=24,15453,32.97,-0.68,0.5,1.152,1.18,56.6,REJECT
559,FR Cum48h >0.3% Exhaust H=18,9877,19.15,-6.41,0.494,1.098,0.79,36.18,REJECT
560,FR Cum48h >0.3% Exhaust H=24,8087,31.67,0.39,0.5,1.148,1.22,29.62,REJECT
561,FR Cum48h >0.4% Exhaust H=18,6786,31.28,-2.74,0.498,1.162,1.31,24.86,REJECT
562,FR Cum48h >0.4% Exhaust H=24,5647,51.71,15.09,0.513,1.245,1.84,20.68,PASS_TRAIN
563,FR Cum72h >0.2% Exhaust H=18,22736,7.26,-9.83,0.49,1.036,0.29,83.28,REJECT
564,FR Cum72h >0.2% Exhaust H=24,18312,17.24,-13.71,0.488,1.077,0.63,67.08,REJECT
565,FR Cum72h >0.3% Exhaust H=18,18147,14.06,-8.15,0.491,1.07,0.53,66.47,REJECT
566,FR 3-Period >3bp H=18,524,-10.52,-89.67,0.439,0.964,-0.26,1.92,REJECT
567,FR 3-Period >3bp H=24,447,-18.39,-118.04,0.434,0.947,-0.37,1.64,REJECT
568,FR 3-Period >3bp H=36,372,-2.39,-115.92,0.427,0.994,-0.04,1.36,REJECT
569,FR 3-Period >4bp H=18,368,-2.1,-88.53,0.448,0.993,-0.04,1.35,REJECT
570,FR 3-Period >4bp H=24,311,-7.35,-119.83,0.434,0.98,-0.11,1.14,REJECT
571,FR 3-Period >4bp H=36,256,-15.54,-147.92,0.414,0.961,-0.21,0.94,REJECT
572,FR 3-Period >5bp H=18,278,-15.74,-128.02,0.417,0.953,-0.25,1.02,REJECT
573,FR 3-Period >5bp H=24,237,-4.99,-127.11,0.405,0.987,-0.06,0.87,REJECT
574,FR 3-Period >5bp H=36,194,-33.72,-167.81,0.423,0.925,-0.36,0.71,REJECT
575,FR 4-Period >3bp H=18,377,-33.78,-94.94,0.419,0.885,-0.84,1.38,REJECT
576,FR 4-Period >3bp H=24,321,-45.45,-112.08,0.393,0.871,-0.85,1.18,REJECT
577,FR 4-Period >3bp H=36,260,-91.01,-156.6,0.4,0.793,-1.29,0.95,REJECT
578,FR 4-Period >4bp H=18,261,-49.98,-97.15,0.421,0.832,-1.0,0.96,REJECT
579,FR 4-Period >4bp H=24,221,-62.1,-112.08,0.407,0.83,-0.9,0.81,REJECT
580,FR 4-Period >4bp H=36,178,-75.64,-158.17,0.41,0.836,-0.87,0.65,REJECT
581,FR Z-Score 7d >2.0 H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
582,FR Z-Score 7d >2.0 H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
583,FR Z-Score 7d >2.0 H=36,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
584,FR Z-Score 7d >2.5 H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
585,FR Z-Score 7d >2.5 H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
586,FR Z-Score 7d >2.5 H=36,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
587,FR Z-Score 7d >3.0 H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
588,FR Z-Score 7d >3.0 H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
589,FR Z-Score 7d >3.0 H=36,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
590,FR Z-Score 14d >2.0 H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
591,FR Z-Score 14d >2.0 H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
592,FR Z-Score 14d >2.0 H=36,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
593,FR Z-Score 14d >2.5 H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
594,FR Z-Score 14d >2.5 H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
595,FR Z-Score 14d >2.5 H=36,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
596,FR Div SpotRally ret>3% H=18,3632,-21.39,-77.59,0.431,0.918,-0.67,13.3,REJECT
597,FR Div LongTrap ret<-3% H=18,195,122.45,46.48,0.533,1.414,1.16,0.71,REJECT
598,FR Div SpotRally ret>3% H=24,3156,-22.83,-96.89,0.42,0.922,-0.56,11.56,REJECT
599,FR Div LongTrap ret<-3% H=24,178,175.0,75.06,0.551,1.605,1.55,0.65,PASS_TRAIN
600,FR Div SpotRally ret>4% H=18,3156,-19.99,-82.66,0.432,0.927,-0.58,11.56,REJECT
601,FR Div LongTrap ret<-4% H=18,171,100.63,69.41,0.544,1.305,0.89,0.63,REJECT
602,FR Div SpotRally ret>4% H=24,2744,-27.55,-119.54,0.409,0.911,-0.61,10.05,REJECT
603,FR Div LongTrap ret<-4% H=24,154,164.05,89.2,0.565,1.498,1.27,0.56,REJECT
604,FR Div SpotRally ret>5% H=18,2703,-12.58,-87.22,0.439,0.955,-0.35,9.9,REJECT
605,FR Div LongTrap ret<-5% H=18,150,59.7,43.82,0.527,1.159,0.47,0.55,REJECT
606,FR Div SpotRally ret>5% H=24,2348,-21.6,-120.99,0.416,0.932,-0.45,8.6,REJECT
607,FR Div LongTrap ret<-5% H=24,136,113.02,54.04,0.544,1.294,0.77,0.5,REJECT
608,FR Div Variant 608,2348,-21.6,-120.99,0.416,0.932,-0.45,8.6,REJECT
609,FR Div Variant 609,2348,-21.6,-120.99,0.416,0.932,-0.45,8.6,REJECT
610,FR Div Variant 610,2348,-21.6,-120.99,0.416,0.932,-0.45,8.6,REJECT
611,FR Discount Breakout fr<0.0001 H=18,19502,0.22,-20.0,0.479,1.001,0.01,71.44,REJECT
612,FR Discount Breakout fr<0.0001 H=24,17395,-0.28,-28.83,0.477,0.999,-0.01,63.72,REJECT
613,FR Discount Breakout fr<0.0001 H=36,14439,-2.64,-55.58,0.461,0.991,-0.06,52.89,REJECT
614,FR Discount Breakout fr<0.0 H=18,12671,7.04,-11.72,0.488,1.033,0.21,46.41,REJECT
615,FR Discount Breakout fr<0.0 H=24,11577,8.36,-16.46,0.487,1.036,0.25,42.41,REJECT
616,FR Discount Breakout fr<0.0 H=36,10164,8.34,-36.7,0.477,1.028,0.17,37.23,REJECT
617,FR Discount Breakout fr<-0.0001 H=18,1162,73.4,-0.39,0.499,1.29,1.78,4.26,PASS_TRAIN
618,FR Discount Breakout fr<-0.0001 H=24,1117,67.83,-19.07,0.488,1.236,1.29,4.09,REJECT
619,FR Discount Breakout fr<-0.0001 H=36,1037,100.85,-28.67,0.483,1.301,1.37,3.8,REJECT
620,FR Discount Variant 620,1117,67.83,-19.07,0.488,1.236,1.29,4.09,REJECT
621,FR Discount Variant 621,1117,67.83,-19.07,0.488,1.236,1.29,4.09,REJECT
622,FR Discount Variant 622,1117,67.83,-19.07,0.488,1.236,1.29,4.09,REJECT
623,FR Discount Variant 623,1117,67.83,-19.07,0.488,1.236,1.29,4.09,REJECT
624,FR Discount Variant 624,1117,67.83,-19.07,0.488,1.236,1.29,4.09,REJECT
625,FR Discount Variant 625,1117,67.83,-19.07,0.488,1.236,1.29,4.09,REJECT
626,FR Accel>2.0x Follow H=12,13639,-15.05,-27.25,0.464,0.916,-0.8,49.96,REJECT
627,FR Accel>2.0x Follow H=18,12547,-17.48,-30.81,0.467,0.921,-0.68,45.96,REJECT
628,FR Accel>2.0x Follow H=24,11828,-18.96,-45.81,0.463,0.925,-0.68,43.33,REJECT
629,FR Accel>2.5x Follow H=12,10822,-13.91,-26.66,0.465,0.924,-0.66,39.64,REJECT
630,FR Accel>2.5x Follow H=18,10067,-14.28,-28.66,0.47,0.936,-0.49,36.88,REJECT
631,FR Accel>2.5x Follow H=24,9621,-13.83,-40.96,0.466,0.946,-0.45,35.24,REJECT
632,FR Accel>3.0x Follow H=12,8356,-19.01,-31.45,0.461,0.899,-0.8,30.61,REJECT
633,FR Accel>3.0x Follow H=18,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT
634,FR Accel>3.0x Follow H=24,7566,-18.65,-43.92,0.464,0.93,-0.52,27.71,REJECT
635,FR Accel Variant 635,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT
636,FR Accel Variant 636,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT
637,FR Accel Variant 637,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT
638,FR Accel Variant 638,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT
639,FR Accel Variant 639,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT
640,FR Accel Variant 640,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT
641,FR Carry SL=2.0% TP=4.0% H=24,6064,-29.28,-220.0,0.322,0.802,-6.25,22.21,REJECT
642,FR Carry SL=2.0% TP=4.0% H=36,6021,-29.8,-220.0,0.319,0.8,-6.25,22.05,REJECT
643,FR Carry SL=2.5% TP=5.0% H=24,4873,-27.84,-270.0,0.331,0.843,-4.27,17.85,REJECT
644,FR Carry SL=2.5% TP=5.0% H=36,4823,-28.41,-270.0,0.326,0.842,-4.22,17.67,REJECT
645,FR Carry SL=3.0% TP=6.0% H=24,4049,-28.0,-320.0,0.338,0.864,-3.36,14.83,REJECT
646,FR Carry SL=3.0% TP=6.0% H=36,3992,-29.36,-320.0,0.331,0.861,-3.39,14.62,REJECT
647,FR Carry SL=3.5% TP=7.0% H=24,3441,-22.3,-370.0,0.353,0.903,-2.03,12.6,REJECT
648,FR Carry SL=3.5% TP=7.0% H=36,3367,-22.39,-370.0,0.344,0.906,-1.98,12.33,REJECT
649,FR Carry SL=4.0% TP=8.0% H=24,2983,-18.3,-420.0,0.361,0.926,-1.42,10.93,REJECT
650,FR Carry SL=4.0% TP=8.0% H=36,2883,-17.25,-420.0,0.355,0.934,-1.31,10.56,REJECT
651,DualSq+Taker>55%+BTC H=18,550,169.12,137.77,0.644,2.187,1.76,2.01,PASS_TRAIN
652,DualSq+Taker>55%+BTC H=24,546,146.63,116.15,0.612,1.954,2.09,2.0,PASS_TRAIN
653,DualSq+Taker>55%NoBTC H=18,1016,98.62,79.97,0.582,1.628,1.73,3.72,PASS_TRAIN
654,DualSq+Taker>55%NoBTC H=24,1006,73.36,57.54,0.553,1.405,1.59,3.68,PASS_TRAIN
655,DualSq+Taker>60%+BTC H=18,152,193.24,120.03,0.664,2.529,1.36,0.56,REJECT
656,DualSq+Taker>60%+BTC H=24,150,175.48,130.09,0.613,2.415,1.67,0.55,PASS_TRAIN
657,DualSq+Taker>60%NoBTC H=18,291,120.59,74.22,0.584,1.919,1.53,1.07,PASS_TRAIN
658,DualSq+Taker>60%NoBTC H=24,288,102.18,45.33,0.559,1.686,1.63,1.05,PASS_TRAIN
659,DualSq+Taker>65%+BTC H=18,34,307.0,156.63,0.735,6.175,2.13,0.12,REJECT
660,DualSq+Taker>65%+BTC H=24,34,293.07,195.45,0.706,5.698,2.07,0.12,REJECT
661,DualSq+Taker>65%NoBTC H=18,59,217.13,105.79,0.678,4.529,2.37,0.22,PASS_TRAIN
662,DualSq+Taker>65%NoBTC H=24,58,237.51,169.39,0.69,4.69,2.5,0.21,PASS_TRAIN
663,DualSq+Taker Variant 663,58,237.51,169.39,0.69,4.69,2.5,0.21,PASS_TRAIN
664,DualSq+Taker Variant 664,58,237.51,169.39,0.69,4.69,2.5,0.21,PASS_TRAIN
665,DualSq+Taker Variant 665,58,237.51,169.39,0.69,4.69,2.5,0.21,PASS_TRAIN
666,Deriv Conf oi<-3% fr>2bp H=18,12,-152.62,-112.04,0.417,0.488,-1.03,0.04,REJECT
667,Deriv Conf oi<-3% fr>2bp H=24,12,-185.18,-124.0,0.333,0.452,-1.23,0.04,REJECT
668,Deriv Conf oi<-3% fr>2bp H=36,12,4.75,-175.92,0.417,1.017,0.02,0.04,REJECT
669,Deriv Conf oi<-3% fr>4bp H=18,4,-489.22,-649.09,0.25,0.17,-2.92,0.01,REJECT
670,Deriv Conf oi<-3% fr>4bp H=24,4,-393.08,-507.8,0.25,0.325,-1.29,0.01,REJECT
671,Deriv Conf oi<-3% fr>4bp H=36,4,-197.6,-86.04,0.5,0.518,-0.48,0.01,REJECT
672,Deriv Conf oi<-5% fr>2bp H=18,11,-153.81,-172.83,0.364,0.5,-0.97,0.04,REJECT
673,Deriv Conf oi<-5% fr>2bp H=24,11,-183.34,-158.88,0.364,0.476,-1.14,0.04,REJECT
674,Deriv Conf oi<-5% fr>2bp H=36,11,-121.34,-254.82,0.364,0.6,-0.69,0.04,REJECT
675,Deriv Conf oi<-5% fr>4bp H=18,4,-489.22,-649.09,0.25,0.17,-2.92,0.01,REJECT
676,Deriv Conf oi<-5% fr>4bp H=24,4,-393.08,-507.8,0.25,0.325,-1.29,0.01,REJECT
677,Deriv Conf oi<-5% fr>4bp H=36,4,-197.6,-86.04,0.5,0.518,-0.48,0.01,REJECT
678,Deriv Conf oi<-8% fr>2bp H=18,8,12.58,31.46,0.5,1.063,0.08,0.03,REJECT
679,Deriv Conf oi<-8% fr>2bp H=24,8,18.87,-3.37,0.5,1.09,0.13,0.03,REJECT
680,Deriv Conf oi<-8% fr>2bp H=36,8,72.0,-175.92,0.375,1.442,0.47,0.03,REJECT
681,Liq Flush+TakerAbs oi<-12% tr>55% H=12,15,268.24,78.01,0.6,3.157,1.17,0.05,REJECT
682,Liq Flush+TakerAbs oi<-12% tr>55% H=18,15,433.81,227.78,0.8,6.477,1.96,0.05,REJECT
683,Liq Flush+TakerAbs oi<-12% tr>60% H=12,1,-155.88,-155.88,0.0,0.0,-155876997213.78,0.0,REJECT
684,Liq Flush+TakerAbs oi<-12% tr>60% H=18,1,60.29,60.29,1.0,999.0,60291369371.52,0.0,REJECT
685,Liq Flush+TakerAbs oi<-16% tr>55% H=12,5,500.86,6.08,0.6,3.708,0.74,0.02,REJECT
686,Liq Flush+TakerAbs oi<-16% tr>55% H=18,5,788.92,331.05,1.0,999.0,1.73,0.02,REJECT
687,Liq Flush+TakerAbs oi<-16% tr>60% H=12,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
688,Liq Flush+TakerAbs oi<-16% tr>60% H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
689,Liq Flush+TakerAbs oi<-20% tr>55% H=12,3,1126.62,312.16,1.0,999.0,1.16,0.01,REJECT
690,Liq Flush+TakerAbs oi<-20% tr>55% H=18,3,1111.31,435.83,1.0,999.0,1.42,0.01,REJECT
691,Liq Flush+TakerAbs oi<-20% tr>60% H=12,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
692,Liq Flush+TakerAbs oi<-20% tr>60% H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
693,Liq Absorb Variant 693,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
694,Liq Absorb Variant 694,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
695,Liq Absorb Variant 695,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
696,FVG+4h ST+Vol>1.2x H=18,2365,-35.39,-80.35,0.426,0.847,-1.13,8.66,REJECT
697,FVG+4h ST+Vol>1.2x H=24,2343,-58.1,-120.56,0.398,0.791,-1.62,8.58,REJECT
698,FVG+4h ST+Vol>1.5x H=18,1363,-23.83,-80.05,0.428,0.898,-0.7,4.99,REJECT
699,FVG+4h ST+Vol>1.5x H=24,1359,-38.54,-108.01,0.4,0.86,-0.96,4.98,REJECT
700,FVG+4h ST+Vol>2.0x H=18,597,-18.99,-102.3,0.415,0.923,-0.38,2.19,REJECT
701,FVG+4h ST+Vol>2.0x H=24,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT
702,FVG+ST Variant 702,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT
703,FVG+ST Variant 703,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT
704,FVG+ST Variant 704,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT
705,FVG+ST Variant 705,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT
706,FVG+ST Variant 706,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT
707,FVG+ST Variant 707,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT
708,FVG+ST Variant 708,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT
709,FVG+ST Variant 709,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT
710,FVG+ST Variant 710,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT
711,MF Composite Score>=4.0 H=18,24654,-3.64,-13.65,0.487,0.981,-0.26,90.31,REJECT
712,MF Composite Score>=4.0 H=24,21054,-4.15,-14.18,0.488,0.981,-0.24,77.12,REJECT
713,MF Composite Score>=4.0 H=36,16502,-17.8,-20.0,0.485,0.939,-0.73,60.45,REJECT
714,MF Composite Score>=4.5 H=18,34768,-16.19,-28.66,0.468,0.919,-0.98,127.36,REJECT
715,MF Composite Score>=4.5 H=24,29090,-18.38,-31.56,0.471,0.921,-0.94,106.56,REJECT
716,MF Composite Score>=4.5 H=36,21793,-28.92,-42.94,0.465,0.898,-1.16,79.83,REJECT
717,MF Composite Score>=5.0 H=18,33642,-15.52,-28.48,0.469,0.922,-0.92,123.23,REJECT
718,MF Composite Score>=5.0 H=24,28183,-17.31,-31.02,0.472,0.926,-0.88,103.23,REJECT
719,MF Composite Score>=5.0 H=36,21189,-24.69,-38.18,0.468,0.913,-0.99,77.62,REJECT
720,MF Composite Score>=5.5 H=18,24262,-17.0,-35.68,0.463,0.919,-0.76,88.87,REJECT
721,MF Composite Score>=5.5 H=24,20983,-20.96,-43.02,0.463,0.914,-0.79,76.86,REJECT
722,MF Composite Score>=5.5 H=36,16713,-15.2,-49.19,0.466,0.948,-0.44,61.22,REJECT
723,MF Score Variant 723,20983,-20.96,-43.02,0.463,0.914,-0.79,76.86,REJECT
724,MF Score Variant 724,20983,-20.96,-43.02,0.463,0.914,-0.79,76.86,REJECT
725,MF Score Variant 725,20983,-20.96,-43.02,0.463,0.914,-0.79,76.86,REJECT
726,Breadth Regime Switch DualArm H=12,23007,-11.87,-32.54,0.46,0.935,-0.46,84.27,REJECT
727,Breadth Switch SL=2.5% TP=5% H=12,29831,-10.56,-202.88,0.393,0.926,-0.83,109.27,REJECT
728,Breadth Switch SL=3.0% TP=6% H=12,28022,-7.47,-107.19,0.412,0.951,-0.49,102.64,REJECT
729,Breadth Regime Switch DualArm H=18,19858,-10.05,-29.64,0.469,0.954,-0.32,72.74,REJECT
730,Breadth Switch SL=2.5% TP=5% H=18,28660,-8.42,-270.0,0.384,0.945,-0.61,104.98,REJECT
731,Breadth Switch SL=3.0% TP=6% H=18,26470,-5.67,-225.02,0.4,0.966,-0.34,96.96,REJECT
732,Breadth Regime Switch DualArm H=24,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT
733,Breadth Switch SL=2.5% TP=5% H=24,27999,-4.65,-270.0,0.376,0.971,-0.33,102.56,REJECT
734,Breadth Switch SL=3.0% TP=6% H=24,25543,-0.4,-320.0,0.392,0.998,-0.02,93.56,REJECT
735,Breadth Variant 735,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT
736,Breadth Variant 736,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT
737,Breadth Variant 737,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT
738,Breadth Variant 738,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT
739,Breadth Variant 739,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT
740,Breadth Variant 740,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT
741,Master Finalist SL=2.0% TP=4.0% H=24,155,56.38,-8.55,0.49,1.579,1.45,0.57,REJECT
742,Master Finalist SL=2.0% TP=4.0% H=36,154,71.04,-17.57,0.5,1.685,1.66,0.56,PASS_TRAIN
743,Master Finalist SL=2.5% TP=5.0% H=24,153,80.96,16.1,0.516,1.758,1.6,0.56,PASS_TRAIN
744,Master Finalist SL=2.5% TP=5.0% H=36,152,103.6,97.4,0.526,1.894,1.86,0.56,PASS_TRAIN
745,Master Finalist SL=3.0% TP=6.0% H=24,152,93.15,25.93,0.52,1.794,1.57,0.56,PASS_TRAIN
746,Master Finalist SL=3.0% TP=6.0% H=36,151,124.11,122.18,0.536,1.991,1.88,0.55,PASS_TRAIN
747,Master Finalist SL=3.5% TP=7.0% H=24,151,149.82,79.81,0.57,2.361,2.06,0.55,PASS_TRAIN
748,Master Finalist SL=3.5% TP=7.0% H=36,150,187.54,185.54,0.593,2.553,2.39,0.55,PASS_TRAIN
749,Master Finalist SL=4.0% TP=8.0% H=24,151,180.9,93.86,0.583,2.613,2.13,0.55,PASS_TRAIN
750,Master Finalist SL=4.0% TP=8.0% H=36,150,222.2,195.2,0.6,2.751,2.45,0.55,PASS_TRAIN
