round,name,n_tr,mean_bp_tr,med_bp_tr,win_tr,pf_tr,day_t_tr,per_day_tr,status_tr,n_va,mean_bp_va,med_bp_va,win_va,pf_va,day_t_va,per_day_va,status_va
508,ShortSqueeze oi>15% fr<-0.0002 H=18,363,71.59,-64.17,0.463,1.202,0.88,1.33,PROFITABLE,124,-225.45,-344.76,0.29,0.457,-3.4,1.38,REJECT
509,ShortSqueeze oi>15% fr<-0.0002 H=24,346,100.67,-162.73,0.431,1.254,1.03,1.27,PROFITABLE,117,-161.64,-282.78,0.333,0.611,-2.11,1.3,REJECT
510,ShortSqueeze oi>15% fr<-0.0004 H=18,219,-26.84,-161.41,0.402,0.936,-0.33,0.8,REJECT,72,-195.37,-344.76,0.292,0.554,-2.23,0.8,REJECT
511,LongSqueeze oi>8% fr>0.0003 H=18,20,467.93,535.09,0.65,4.185,2.55,0.07,PROFITABLE,1,135.73,135.73,1.0,999.0,135731777962.05,0.01,PROFITABLE
512,LongSqueeze oi>8% fr>0.0003 H=24,20,533.97,374.64,0.7,4.655,2.22,0.07,PROFITABLE,1,608.03,608.03,1.0,999.0,608031434716.07,0.01,PROFITABLE
513,LongSqueeze oi>8% fr>0.0005 H=18,10,593.15,739.34,0.8,5.474,2.02,0.04,PROFITABLE,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
514,LongSqueeze oi>8% fr>0.0005 H=24,10,499.86,348.93,0.7,3.893,1.42,0.04,PROFITABLE,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
515,LongSqueeze oi>8% fr>0.0008 H=18,4,1105.61,1035.69,1.0,999.0,2.26,0.01,PROFITABLE,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
516,LongSqueeze oi>8% fr>0.0008 H=24,4,796.46,292.9,0.75,20.667,1.2,0.01,PROFITABLE,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
517,LongSqueeze oi>12% fr>0.0003 H=18,18,553.39,684.76,0.611,6.286,2.86,0.07,PROFITABLE,1,135.73,135.73,1.0,999.0,135731777962.05,0.01,PROFITABLE
518,LongSqueeze oi>12% fr>0.0003 H=24,18,668.84,482.45,0.778,8.708,2.84,0.07,PROFITABLE,1,608.03,608.03,1.0,999.0,608031434716.07,0.01,PROFITABLE
519,LongSqueeze oi>12% fr>0.0005 H=18,8,848.94,747.5,0.875,210.172,3.2,0.03,PROFITABLE,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
520,LongSqueeze oi>12% fr>0.0005 H=24,8,820.53,557.5,0.875,41.523,2.5,0.03,PROFITABLE,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
521,LongSqueeze oi>12% fr>0.0008 H=18,4,1105.61,1035.69,1.0,999.0,2.26,0.01,PROFITABLE,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
522,LongSqueeze oi>12% fr>0.0008 H=24,4,796.46,292.9,0.75,20.667,1.2,0.01,PROFITABLE,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
523,LongSqueeze oi>15% fr>0.0003 H=18,18,547.03,684.76,0.611,6.225,2.82,0.07,PROFITABLE,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
524,LongSqueeze oi>15% fr>0.0003 H=24,18,601.94,482.45,0.722,5.008,2.34,0.07,PROFITABLE,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
525,LongSqueeze oi>15% fr>0.0005 H=18,8,848.94,747.5,0.875,210.172,3.2,0.03,PROFITABLE,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
526,OI Velocity>2.5x Follow H=12,24768,-14.87,-35.28,0.459,0.922,-0.76,90.73,REJECT,8711,-22.59,-36.91,0.446,0.854,-0.89,96.79,REJECT
527,OI Velocity>2.5x Follow H=18,21912,-11.63,-32.2,0.47,0.948,-0.52,80.26,REJECT,7705,-25.21,-27.34,0.472,0.859,-0.9,85.61,REJECT
528,OI Velocity>2.5x Follow H=24,19887,-21.11,-49.18,0.459,0.918,-0.87,72.85,REJECT,7038,-36.87,-45.74,0.45,0.811,-1.41,78.2,REJECT
529,OI Velocity>3.0x Follow H=12,16938,-14.92,-36.91,0.458,0.925,-0.69,62.04,REJECT,6400,-31.51,-53.28,0.431,0.808,-1.12,71.11,REJECT
530,OI Velocity>3.0x Follow H=18,15516,-11.98,-28.68,0.474,0.948,-0.47,56.84,REJECT,5911,-36.04,-40.34,0.457,0.808,-1.21,65.68,REJECT
531,OI Velocity>3.0x Follow H=24,14572,-29.01,-61.39,0.451,0.894,-1.02,53.38,REJECT,5566,-59.75,-69.03,0.428,0.712,-2.14,61.84,REJECT
532,OI Velocity>4.0x Follow H=12,8106,-12.61,-37.23,0.46,0.94,-0.49,29.69,REJECT,3519,-52.61,-80.01,0.407,0.712,-1.51,39.1,REJECT
533,OI Velocity>4.0x Follow H=18,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT,3402,-65.63,-68.54,0.423,0.682,-1.82,37.8,REJECT
534,OI Velocity>4.0x Follow H=24,7549,-38.68,-73.93,0.444,0.872,-0.9,27.65,REJECT,3314,-100.05,-108.15,0.376,0.569,-2.94,36.82,REJECT
535,OI Velocity Variant 535,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT,3402,-65.63,-68.54,0.423,0.682,-1.82,37.8,REJECT
536,OI Velocity Variant 536,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT,3402,-65.63,-68.54,0.423,0.682,-1.82,37.8,REJECT
537,OI Velocity Variant 537,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT,3402,-65.63,-68.54,0.423,0.682,-1.82,37.8,REJECT
538,OI Velocity Variant 538,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT,3402,-65.63,-68.54,0.423,0.682,-1.82,37.8,REJECT
539,OI Velocity Variant 539,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT,3402,-65.63,-68.54,0.423,0.682,-1.82,37.8,REJECT
540,OI Velocity Variant 540,7780,-28.33,-35.13,0.469,0.892,-0.75,28.5,REJECT,3402,-65.63,-68.54,0.423,0.682,-1.82,37.8,REJECT
541,Liq Rebound SL=2.0% TP=4.0% H=18,610,57.55,-220.0,0.464,1.489,0.9,2.23,PROFITABLE,121,-21.33,-220.0,0.372,0.838,-0.63,1.34,REJECT
542,Liq Rebound SL=2.0% TP=4.0% H=24,610,57.74,-220.0,0.464,1.491,0.9,2.23,PROFITABLE,121,-28.68,-220.0,0.331,0.795,-0.93,1.34,REJECT
543,Liq Rebound SL=2.5% TP=5.0% H=18,562,75.0,-270.0,0.463,1.519,0.92,2.06,PROFITABLE,116,-8.22,-184.9,0.44,0.941,-0.14,1.29,REJECT
544,Liq Rebound SL=2.5% TP=5.0% H=24,562,74.07,-270.0,0.461,1.51,0.9,2.06,PROFITABLE,116,-17.86,-270.0,0.371,0.883,-0.34,1.29,REJECT
545,Liq Rebound SL=3.0% TP=6.0% H=18,519,91.8,-320.0,0.462,1.537,0.87,1.9,PROFITABLE,113,-5.21,-83.83,0.46,0.966,-0.08,1.26,REJECT
546,Liq Rebound SL=3.0% TP=6.0% H=24,519,92.41,-320.0,0.461,1.54,0.88,1.9,PROFITABLE,113,-20.8,-275.32,0.381,0.88,-0.38,1.26,REJECT
547,Liq Rebound SL=3.5% TP=7.0% H=18,459,113.74,-370.0,0.468,1.586,0.87,1.68,PROFITABLE,109,-10.19,-21.55,0.477,0.939,-0.13,1.21,REJECT
548,Liq Rebound SL=3.5% TP=7.0% H=24,459,113.85,-370.0,0.468,1.587,0.87,1.68,PROFITABLE,109,-39.1,-175.7,0.376,0.797,-0.63,1.21,REJECT
549,Liq Rebound SL=4.0% TP=8.0% H=18,420,133.81,-420.0,0.476,1.625,0.93,1.54,PROFITABLE,106,-0.02,-16.66,0.491,1.0,-0.0,1.18,REJECT
550,Liq Rebound SL=4.0% TP=8.0% H=24,420,127.16,-420.0,0.469,1.582,0.88,1.54,PROFITABLE,106,-34.86,-136.05,0.396,0.827,-0.63,1.18,REJECT
551,FR Cum24h >0.2% Exhaust H=18,8027,18.04,-6.21,0.493,1.094,0.85,29.4,PROFITABLE,2079,-39.13,-42.05,0.44,0.803,-2.02,23.1,REJECT
552,FR Cum24h >0.2% Exhaust H=24,6758,34.84,-3.55,0.497,1.165,1.37,24.75,PROFITABLE,1769,-29.78,-56.24,0.44,0.864,-1.36,19.66,REJECT
553,FR Cum24h >0.3% Exhaust H=18,2385,22.18,-34.45,0.468,1.087,0.83,8.74,PROFITABLE,1064,-73.82,-91.18,0.385,0.693,-2.64,11.82,REJECT
554,FR Cum24h >0.3% Exhaust H=24,1984,29.26,-51.7,0.458,1.103,0.9,7.27,PROFITABLE,891,-87.33,-108.81,0.383,0.676,-2.79,9.9,REJECT
555,FR Cum24h >0.4% Exhaust H=18,1835,29.63,-38.89,0.467,1.114,1.03,6.72,PROFITABLE,854,-78.69,-99.71,0.393,0.69,-2.58,9.49,REJECT
556,FR Cum24h >0.4% Exhaust H=24,1514,27.81,-53.99,0.454,1.096,0.79,5.55,PROFITABLE,716,-89.21,-114.98,0.381,0.681,-2.53,7.96,REJECT
557,FR Cum48h >0.2% Exhaust H=18,18944,20.02,-1.03,0.499,1.102,0.79,69.39,PROFITABLE,4603,-9.72,-20.0,0.473,0.943,-0.53,51.14,REJECT
558,FR Cum48h >0.2% Exhaust H=24,15453,32.97,-0.68,0.5,1.152,1.18,56.6,PROFITABLE,3790,-4.4,-20.0,0.476,0.977,-0.2,42.11,REJECT
559,FR Cum48h >0.3% Exhaust H=18,9877,19.15,-6.41,0.494,1.098,0.79,36.18,PROFITABLE,2501,-29.78,-36.55,0.448,0.841,-1.82,27.79,REJECT
560,FR Cum48h >0.3% Exhaust H=24,8087,31.67,0.39,0.5,1.148,1.22,29.62,PROFITABLE,2079,-24.79,-51.11,0.436,0.881,-1.35,23.1,REJECT
561,FR Cum48h >0.4% Exhaust H=18,6786,31.28,-2.74,0.498,1.162,1.31,24.86,PROFITABLE,1784,-48.37,-49.75,0.425,0.768,-2.61,19.82,REJECT
562,FR Cum48h >0.4% Exhaust H=24,5647,51.71,15.09,0.513,1.245,1.84,20.68,PASS_TRAIN,1469,-38.65,-68.74,0.428,0.83,-1.73,16.32,REJECT
563,FR Cum72h >0.2% Exhaust H=18,22736,7.26,-9.83,0.49,1.036,0.29,83.28,PROFITABLE,5824,-7.29,-20.0,0.474,0.956,-0.39,64.71,REJECT
564,FR Cum72h >0.2% Exhaust H=24,18312,17.24,-13.71,0.488,1.077,0.63,67.08,PROFITABLE,4705,-4.54,-20.0,0.481,0.976,-0.19,52.28,REJECT
565,FR Cum72h >0.3% Exhaust H=18,18147,14.06,-8.15,0.491,1.07,0.53,66.47,PROFITABLE,4336,-21.45,-27.42,0.457,0.879,-1.2,48.18,REJECT
566,FR 3-Period >3bp H=18,524,-10.52,-89.67,0.439,0.964,-0.26,1.92,REJECT,281,-55.77,-111.62,0.377,0.79,-1.26,3.12,REJECT
567,FR 3-Period >3bp H=24,447,-18.39,-118.04,0.434,0.947,-0.37,1.64,REJECT,234,-63.77,-106.28,0.423,0.791,-1.18,2.6,REJECT
568,FR 3-Period >3bp H=36,372,-2.39,-115.92,0.427,0.994,-0.04,1.36,REJECT,195,-103.17,-169.81,0.359,0.723,-1.32,2.17,REJECT
569,FR 3-Period >4bp H=18,368,-2.1,-88.53,0.448,0.993,-0.04,1.35,REJECT,220,-73.47,-140.19,0.373,0.749,-1.32,2.44,REJECT
570,FR 3-Period >4bp H=24,311,-7.35,-119.83,0.434,0.98,-0.11,1.14,REJECT,187,-92.95,-108.17,0.412,0.714,-1.44,2.08,REJECT
571,FR 3-Period >4bp H=36,256,-15.54,-147.92,0.414,0.961,-0.21,0.94,REJECT,148,-136.08,-283.5,0.345,0.677,-1.32,1.64,REJECT
572,FR 3-Period >5bp H=18,278,-15.74,-128.02,0.417,0.953,-0.25,1.02,REJECT,182,-68.32,-127.12,0.401,0.774,-1.0,2.02,REJECT
573,FR 3-Period >5bp H=24,237,-4.99,-127.11,0.405,0.987,-0.06,0.87,REJECT,152,-69.44,-95.69,0.434,0.783,-0.88,1.69,REJECT
574,FR 3-Period >5bp H=36,194,-33.72,-167.81,0.423,0.925,-0.36,0.71,REJECT,122,-110.8,-220.68,0.369,0.738,-0.94,1.36,REJECT
575,FR 4-Period >3bp H=18,377,-33.78,-94.94,0.419,0.885,-0.84,1.38,REJECT,228,-1.23,-78.31,0.425,0.995,-0.02,2.53,REJECT
576,FR 4-Period >3bp H=24,321,-45.45,-112.08,0.393,0.871,-0.85,1.18,REJECT,189,-36.91,-92.71,0.45,0.867,-0.64,2.1,REJECT
577,FR 4-Period >3bp H=36,260,-91.01,-156.6,0.4,0.793,-1.29,0.95,REJECT,152,-37.92,-185.05,0.362,0.887,-0.41,1.69,REJECT
578,FR 4-Period >4bp H=18,261,-49.98,-97.15,0.421,0.832,-1.0,0.96,REJECT,181,1.4,-99.86,0.398,1.006,0.02,2.01,PROFITABLE
579,FR 4-Period >4bp H=24,221,-62.1,-112.08,0.407,0.83,-0.9,0.81,REJECT,153,-41.41,-97.21,0.405,0.862,-0.57,1.7,REJECT
580,FR 4-Period >4bp H=36,178,-75.64,-158.17,0.41,0.836,-0.87,0.65,REJECT,121,-10.11,-188.85,0.388,0.972,-0.09,1.34,REJECT
581,FR Z-Score 7d >2.0 H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
582,FR Z-Score 7d >2.0 H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
583,FR Z-Score 7d >2.0 H=36,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
584,FR Z-Score 7d >2.5 H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
585,FR Z-Score 7d >2.5 H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
586,FR Z-Score 7d >2.5 H=36,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
587,FR Z-Score 7d >3.0 H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
588,FR Z-Score 7d >3.0 H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
589,FR Z-Score 7d >3.0 H=36,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
590,FR Z-Score 14d >2.0 H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
591,FR Z-Score 14d >2.0 H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
592,FR Z-Score 14d >2.0 H=36,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
593,FR Z-Score 14d >2.5 H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
594,FR Z-Score 14d >2.5 H=24,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
595,FR Z-Score 14d >2.5 H=36,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT
596,FR Div SpotRally ret>3% H=18,3632,-21.39,-77.59,0.431,0.918,-0.67,13.3,REJECT,1522,-71.93,-107.94,0.389,0.689,-2.1,16.91,REJECT
597,FR Div LongTrap ret<-3% H=18,195,122.45,46.48,0.533,1.414,1.16,0.71,PROFITABLE,79,73.4,57.09,0.57,1.322,0.66,0.88,PROFITABLE
598,FR Div SpotRally ret>3% H=24,3156,-22.83,-96.89,0.42,0.922,-0.56,11.56,REJECT,1295,-85.52,-140.21,0.377,0.672,-2.07,14.39,REJECT
599,FR Div LongTrap ret<-3% H=24,178,175.0,75.06,0.551,1.605,1.55,0.65,PASS_TRAIN,69,115.57,112.13,0.565,1.476,0.93,0.77,PROFITABLE
600,FR Div SpotRally ret>4% H=18,3156,-19.99,-82.66,0.432,0.927,-0.58,11.56,REJECT,1279,-76.07,-131.73,0.392,0.685,-2.13,14.21,REJECT
601,FR Div LongTrap ret<-4% H=18,171,100.63,69.41,0.544,1.305,0.89,0.63,PROFITABLE,65,98.79,57.09,0.569,1.458,0.85,0.72,PROFITABLE
602,FR Div SpotRally ret>4% H=24,2744,-27.55,-119.54,0.409,0.911,-0.61,10.05,REJECT,1090,-89.64,-157.52,0.383,0.671,-2.07,12.11,REJECT
603,FR Div LongTrap ret<-4% H=24,154,164.05,89.2,0.565,1.498,1.27,0.56,PROFITABLE,57,166.51,135.26,0.614,1.844,1.25,0.63,PROFITABLE
604,FR Div SpotRally ret>5% H=18,2703,-12.58,-87.22,0.439,0.955,-0.35,9.9,REJECT,1052,-77.41,-133.73,0.393,0.694,-2.09,11.69,REJECT
605,FR Div LongTrap ret<-5% H=18,150,59.7,43.82,0.527,1.159,0.47,0.55,PROFITABLE,56,120.22,68.43,0.571,1.529,0.89,0.62,PROFITABLE
606,FR Div SpotRally ret>5% H=24,2348,-21.6,-120.99,0.416,0.932,-0.45,8.6,REJECT,918,-88.66,-153.75,0.376,0.686,-1.93,10.2,REJECT
607,FR Div LongTrap ret<-5% H=24,136,113.02,54.04,0.544,1.294,0.77,0.5,PROFITABLE,48,186.88,144.95,0.583,1.851,1.18,0.53,PROFITABLE
608,FR Div Variant 608,2348,-21.6,-120.99,0.416,0.932,-0.45,8.6,REJECT,918,-88.66,-153.75,0.376,0.686,-1.93,10.2,REJECT
609,FR Div Variant 609,2348,-21.6,-120.99,0.416,0.932,-0.45,8.6,REJECT,918,-88.66,-153.75,0.376,0.686,-1.93,10.2,REJECT
610,FR Div Variant 610,2348,-21.6,-120.99,0.416,0.932,-0.45,8.6,REJECT,918,-88.66,-153.75,0.376,0.686,-1.93,10.2,REJECT
611,FR Discount Breakout fr<0.0001 H=18,19502,0.22,-20.0,0.479,1.001,0.01,71.44,PROFITABLE,6099,1.66,-7.61,0.49,1.01,0.05,67.77,PROFITABLE
612,FR Discount Breakout fr<0.0001 H=24,17395,-0.28,-28.83,0.477,0.999,-0.01,63.72,REJECT,5539,-10.31,-12.78,0.486,0.946,-0.28,61.54,REJECT
613,FR Discount Breakout fr<0.0001 H=36,14439,-2.64,-55.58,0.461,0.991,-0.06,52.89,REJECT,4716,-21.5,-26.44,0.473,0.904,-0.48,52.4,REJECT
614,FR Discount Breakout fr<0.0 H=18,12671,7.04,-11.72,0.488,1.033,0.21,46.41,PROFITABLE,3829,0.7,-8.98,0.488,1.004,0.02,42.54,PROFITABLE
615,FR Discount Breakout fr<0.0 H=24,11577,8.36,-16.46,0.487,1.036,0.25,42.41,PROFITABLE,3563,-11.76,-7.08,0.492,0.939,-0.3,39.59,REJECT
616,FR Discount Breakout fr<0.0 H=36,10164,8.34,-36.7,0.477,1.028,0.17,37.23,PROFITABLE,3183,-26.66,-20.0,0.478,0.884,-0.57,35.37,REJECT
617,FR Discount Breakout fr<-0.0001 H=18,1162,73.4,-0.39,0.499,1.29,1.78,4.26,PASS_TRAIN,417,-79.17,-121.2,0.386,0.69,-2.21,4.63,REJECT
618,FR Discount Breakout fr<-0.0001 H=24,1117,67.83,-19.07,0.488,1.236,1.29,4.09,PROFITABLE,399,-97.44,-167.19,0.363,0.683,-2.15,4.43,REJECT
619,FR Discount Breakout fr<-0.0001 H=36,1037,100.85,-28.67,0.483,1.301,1.37,3.8,PROFITABLE,371,-121.44,-156.03,0.402,0.645,-2.01,4.12,REJECT
620,FR Discount Variant 620,1117,67.83,-19.07,0.488,1.236,1.29,4.09,PROFITABLE,399,-97.44,-167.19,0.363,0.683,-2.15,4.43,REJECT
621,FR Discount Variant 621,1117,67.83,-19.07,0.488,1.236,1.29,4.09,PROFITABLE,399,-97.44,-167.19,0.363,0.683,-2.15,4.43,REJECT
622,FR Discount Variant 622,1117,67.83,-19.07,0.488,1.236,1.29,4.09,PROFITABLE,399,-97.44,-167.19,0.363,0.683,-2.15,4.43,REJECT
623,FR Discount Variant 623,1117,67.83,-19.07,0.488,1.236,1.29,4.09,PROFITABLE,399,-97.44,-167.19,0.363,0.683,-2.15,4.43,REJECT
624,FR Discount Variant 624,1117,67.83,-19.07,0.488,1.236,1.29,4.09,PROFITABLE,399,-97.44,-167.19,0.363,0.683,-2.15,4.43,REJECT
625,FR Discount Variant 625,1117,67.83,-19.07,0.488,1.236,1.29,4.09,PROFITABLE,399,-97.44,-167.19,0.363,0.683,-2.15,4.43,REJECT
626,FR Accel>2.0x Follow H=12,13639,-15.05,-27.25,0.464,0.916,-0.8,49.96,REJECT,4862,-6.08,-19.43,0.473,0.956,-0.25,54.02,REJECT
627,FR Accel>2.0x Follow H=18,12547,-17.48,-30.81,0.467,0.921,-0.68,45.96,REJECT,4495,2.07,-1.77,0.498,1.013,0.07,49.94,PROFITABLE
628,FR Accel>2.0x Follow H=24,11828,-18.96,-45.81,0.463,0.925,-0.68,43.33,REJECT,4234,3.23,-0.5,0.5,1.017,0.11,47.04,PROFITABLE
629,FR Accel>2.5x Follow H=12,10822,-13.91,-26.66,0.465,0.924,-0.66,39.64,REJECT,3473,-2.47,-9.66,0.482,0.982,-0.1,38.59,REJECT
630,FR Accel>2.5x Follow H=18,10067,-14.28,-28.66,0.47,0.936,-0.49,36.88,REJECT,3262,11.36,13.84,0.515,1.07,0.38,36.24,PROFITABLE
631,FR Accel>2.5x Follow H=24,9621,-13.83,-40.96,0.466,0.946,-0.45,35.24,REJECT,3146,12.54,18.88,0.517,1.069,0.42,34.96,PROFITABLE
632,FR Accel>3.0x Follow H=12,8356,-19.01,-31.45,0.461,0.899,-0.8,30.61,REJECT,2485,-2.65,-8.7,0.483,0.98,-0.1,27.61,REJECT
633,FR Accel>3.0x Follow H=18,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT,2359,17.18,15.89,0.518,1.109,0.54,26.21,PROFITABLE
634,FR Accel>3.0x Follow H=24,7566,-18.65,-43.92,0.464,0.93,-0.52,27.71,REJECT,2294,20.38,21.04,0.522,1.114,0.61,25.49,PROFITABLE
635,FR Accel Variant 635,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT,2359,17.18,15.89,0.518,1.109,0.54,26.21,PROFITABLE
636,FR Accel Variant 636,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT,2359,17.18,15.89,0.518,1.109,0.54,26.21,PROFITABLE
637,FR Accel Variant 637,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT,2359,17.18,15.89,0.518,1.109,0.54,26.21,PROFITABLE
638,FR Accel Variant 638,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT,2359,17.18,15.89,0.518,1.109,0.54,26.21,PROFITABLE
639,FR Accel Variant 639,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT,2359,17.18,15.89,0.518,1.109,0.54,26.21,PROFITABLE
640,FR Accel Variant 640,7842,-16.69,-25.67,0.472,0.928,-0.49,28.73,REJECT,2359,17.18,15.89,0.518,1.109,0.54,26.21,PROFITABLE
641,FR Carry SL=2.0% TP=4.0% H=24,6064,-29.28,-220.0,0.322,0.802,-6.25,22.21,REJECT,2359,-44.37,-220.0,0.298,0.71,-5.79,26.21,REJECT
642,FR Carry SL=2.0% TP=4.0% H=36,6021,-29.8,-220.0,0.319,0.8,-6.25,22.05,REJECT,2345,-44.12,-220.0,0.294,0.715,-5.82,26.06,REJECT
643,FR Carry SL=2.5% TP=5.0% H=24,4873,-27.84,-270.0,0.331,0.843,-4.27,17.85,REJECT,1844,-46.24,-270.0,0.313,0.745,-4.53,20.49,REJECT
644,FR Carry SL=2.5% TP=5.0% H=36,4823,-28.41,-270.0,0.326,0.842,-4.22,17.67,REJECT,1818,-43.67,-270.0,0.307,0.764,-4.3,20.2,REJECT
645,FR Carry SL=3.0% TP=6.0% H=24,4049,-28.0,-320.0,0.338,0.864,-3.36,14.83,REJECT,1537,-43.9,-320.0,0.331,0.786,-3.45,17.08,REJECT
646,FR Carry SL=3.0% TP=6.0% H=36,3992,-29.36,-320.0,0.331,0.861,-3.39,14.62,REJECT,1509,-42.36,-320.0,0.32,0.8,-3.33,16.77,REJECT
647,FR Carry SL=3.5% TP=7.0% H=24,3441,-22.3,-370.0,0.353,0.903,-2.03,12.6,REJECT,1311,-47.06,-370.0,0.339,0.793,-2.94,14.57,REJECT
648,FR Carry SL=3.5% TP=7.0% H=36,3367,-22.39,-370.0,0.344,0.906,-1.98,12.33,REJECT,1276,-43.31,-370.0,0.327,0.818,-2.65,14.18,REJECT
649,FR Carry SL=4.0% TP=8.0% H=24,2983,-18.3,-420.0,0.361,0.926,-1.42,10.93,REJECT,1138,-62.57,-420.0,0.337,0.749,-3.3,12.64,REJECT
650,FR Carry SL=4.0% TP=8.0% H=36,2883,-17.25,-420.0,0.355,0.934,-1.31,10.56,REJECT,1087,-63.55,-420.0,0.326,0.762,-3.23,12.08,REJECT
651,DualSq+Taker>55%+BTC H=18,550,169.12,137.77,0.644,2.187,1.76,2.01,PASS_TRAIN,367,61.11,-1.42,0.499,1.481,0.59,4.08,PROFITABLE
652,DualSq+Taker>55%+BTC H=24,546,146.63,116.15,0.612,1.954,2.09,2.0,PASS_TRAIN,365,34.7,55.44,0.559,1.215,0.38,4.06,PROFITABLE
653,DualSq+Taker>55%NoBTC H=18,1016,98.62,79.97,0.582,1.628,1.73,3.72,PASS_TRAIN,568,66.09,33.04,0.539,1.574,0.96,6.31,PROFITABLE
654,DualSq+Taker>55%NoBTC H=24,1006,73.36,57.54,0.553,1.405,1.59,3.68,PASS_TRAIN,561,29.04,44.39,0.544,1.193,0.46,6.23,PROFITABLE
655,DualSq+Taker>60%+BTC H=18,152,193.24,120.03,0.664,2.529,1.36,0.56,PROFITABLE,153,43.06,-28.91,0.471,1.326,0.49,1.7,PROFITABLE
656,DualSq+Taker>60%+BTC H=24,150,175.48,130.09,0.613,2.415,1.67,0.55,PASS_TRAIN,153,36.94,66.21,0.614,1.237,0.42,1.7,PROFITABLE
657,DualSq+Taker>60%NoBTC H=18,291,120.59,74.22,0.584,1.919,1.53,1.07,PASS_TRAIN,234,52.74,31.98,0.526,1.43,0.82,2.6,PROFITABLE
658,DualSq+Taker>60%NoBTC H=24,288,102.18,45.33,0.559,1.686,1.63,1.05,PASS_TRAIN,233,18.82,55.44,0.571,1.121,0.28,2.59,PROFITABLE
659,DualSq+Taker>65%+BTC H=18,34,307.0,156.63,0.735,6.175,2.13,0.12,PROFITABLE,46,-8.06,-107.02,0.391,0.941,-0.1,0.51,REJECT
660,DualSq+Taker>65%+BTC H=24,34,293.07,195.45,0.706,5.698,2.07,0.12,PROFITABLE,46,81.1,101.26,0.63,1.628,0.85,0.51,PROFITABLE
661,DualSq+Taker>65%NoBTC H=18,59,217.13,105.79,0.678,4.529,2.37,0.22,PASS_TRAIN,72,40.51,-10.09,0.472,1.373,0.67,0.8,PROFITABLE
662,DualSq+Taker>65%NoBTC H=24,58,237.51,169.39,0.69,4.69,2.5,0.21,PASS_TRAIN,72,103.29,80.25,0.597,1.949,1.44,0.8,PROFITABLE
